,calc_key,potential_LAMMPS_key,potential_LAMMPS_id,potential_key,potential_id,composition,prototype,family,a,b,c,alpha,beta,gamma,strainrange,straindirection,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66
606,be051ed3-3a4a-4bd1-aa5d-47a8f79ee786,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A3--Mg--hcp,A3--Mg--hcp,2.5568206587957327,2.5568206587957327,4.16371212068047,90.0,90.0,120.0,1e-06,positive,206.245,121.910,88.199,-0.000,0.000,-0.000,121.910,206.245,88.199,-0.000,0.000,-0.000,88.199,88.199,240.312,0.000,0.000,0.000,-0.000,0.000,-0.000,40.831,0.000,-0.000,0.000,-0.000,-0.000,0.000,40.831,-0.000,0.000,-0.000,0.000,0.000,0.000,42.168
271,54838f44-8c0c-4ae4-ba80-6372df32db4b,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A3--Mg--hcp,A3--Mg--hcp,2.5568206587957327,2.5568206587957327,4.16371212068047,90.0,90.0,120.0,1e-05,negative,206.257,121.912,88.200,-0.000,-0.000,0.000,121.916,206.253,88.200,-0.000,-0.000,-0.000,88.203,88.203,240.322,-0.000,-0.000,0.000,0.001,-0.001,0.002,40.831,-0.000,-0.000,-0.001,0.001,0.002,0.000,40.831,-0.000,-0.000,0.003,-0.001,0.000,-0.000,42.168
270,54838f44-8c0c-4ae4-ba80-6372df32db4b,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A3--Mg--hcp,A3--Mg--hcp,2.5568206587957327,2.5568206587957327,4.16371212068047,90.0,90.0,120.0,1e-05,positive,206.234,121.909,88.198,-0.000,0.000,-0.000,121.905,206.238,88.198,0.000,0.000,-0.000,88.195,88.195,240.305,-0.000,0.000,-0.000,-0.001,0.001,-0.002,40.831,0.000,-0.000,0.001,-0.001,-0.002,-0.000,40.831,-0.000,0.000,-0.003,0.001,0.000,0.000,42.168
403,7f1a2a5d-99fb-46d9-9e13-d9b1640b2648,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A4--C--dc,A4--C--dc,5.36134090908055,5.36134090908055,5.36134090908055,90.0,90.0,90.0,1e-08,negative,47.013,67.851,67.851,0.000,0.000,0.000,67.851,47.013,67.851,0.000,0.000,0.000,67.851,67.851,47.013,0.000,0.000,0.000,-0.000,0.000,-0.000,-27.053,0.000,0.000,0.000,0.000,-0.000,0.000,-27.053,0.000,0.000,-0.000,-0.000,0.000,0.000,-27.053
402,7f1a2a5d-99fb-46d9-9e13-d9b1640b2648,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A4--C--dc,A4--C--dc,5.36134090908055,5.36134090908055,5.36134090908055,90.0,90.0,90.0,1e-08,positive,47.013,67.851,67.851,-0.000,-0.000,-0.000,67.851,47.013,67.851,-0.000,-0.000,-0.000,67.851,67.851,47.013,-0.000,-0.000,-0.000,0.000,-0.000,0.000,-27.053,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-27.053,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-27.053
565,aa07fabe-7bb5-4aec-b21a-c9f6d25c28d8,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A4--C--dc,A4--C--dc,5.36134090908055,5.36134090908055,5.36134090908055,90.0,90.0,90.0,1e-07,negative,47.013,67.851,67.851,0.000,0.000,0.000,67.851,47.013,67.851,0.000,0.000,0.000,67.851,67.851,47.013,0.000,0.000,0.000,-0.000,-0.000,-0.000,-27.053,0.000,0.000,-0.000,-0.000,-0.000,0.000,-27.053,0.000,-0.000,-0.000,-0.000,0.000,0.000,-27.053
564,aa07fabe-7bb5-4aec-b21a-c9f6d25c28d8,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A4--C--dc,A4--C--dc,5.36134090908055,5.36134090908055,5.36134090908055,90.0,90.0,90.0,1e-07,positive,47.013,67.851,67.851,-0.000,-0.000,-0.000,67.851,47.013,67.851,-0.000,-0.000,-0.000,67.851,67.851,47.013,-0.000,-0.000,-0.000,0.000,0.000,0.000,-27.053,-0.000,-0.000,0.000,0.000,0.000,-0.000,-27.053,-0.000,0.000,0.000,0.000,-0.000,-0.000,-27.053
753,ec0e8d04-5688-419d-84bd-5b5b1fb6ebc4,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A4--C--dc,A4--C--dc,5.36134090908055,5.36134090908055,5.36134090908055,90.0,90.0,90.0,1e-06,negative,47.014,67.852,67.852,0.000,0.000,0.000,67.852,47.014,67.852,0.000,0.000,0.000,67.852,67.852,47.014,0.000,0.000,0.000,-0.000,-0.000,-0.000,-27.053,0.000,0.000,-0.000,-0.000,-0.000,0.000,-27.053,0.000,-0.000,-0.000,-0.000,0.000,0.000,-27.053
752,ec0e8d04-5688-419d-84bd-5b5b1fb6ebc4,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A4--C--dc,A4--C--dc,5.36134090908055,5.36134090908055,5.36134090908055,90.0,90.0,90.0,1e-06,positive,47.012,67.850,67.850,-0.000,-0.000,-0.000,67.850,47.012,67.850,-0.000,-0.000,-0.000,67.850,67.850,47.012,-0.000,-0.000,-0.000,0.000,0.000,0.000,-27.053,-0.000,-0.000,0.000,0.000,0.000,-0.000,-27.053,-0.000,0.000,0.000,0.000,-0.000,-0.000,-27.053
81,2106dbaf-ccfc-4c09-bf8b-2c369e335701,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A4--C--dc,A4--C--dc,5.36134090908055,5.36134090908055,5.36134090908055,90.0,90.0,90.0,1e-05,negative,47.021,67.861,67.861,0.000,0.000,0.000,67.861,47.021,67.861,0.000,0.000,0.000,67.861,67.861,47.021,0.000,0.000,0.000,-0.001,-0.001,-0.001,-27.053,0.000,0.000,-0.001,-0.001,-0.001,0.000,-27.053,0.000,-0.001,-0.001,-0.001,0.000,0.000,-27.053
80,2106dbaf-ccfc-4c09-bf8b-2c369e335701,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A4--C--dc,A4--C--dc,5.36134090908055,5.36134090908055,5.36134090908055,90.0,90.0,90.0,1e-05,positive,47.005,67.842,67.842,-0.000,-0.000,-0.000,67.842,47.005,67.842,-0.000,-0.000,-0.000,67.842,67.842,47.005,-0.000,-0.000,-0.000,0.001,0.001,0.001,-27.053,-0.000,-0.000,0.001,0.001,0.001,-0.000,-27.053,-0.000,0.001,0.001,0.001,-0.000,-0.000,-27.053
241,463a8337-9c94-4547-9096-55eead5ed650,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A5--beta-Sn,A5--beta-Sn,4.616141920308649,4.616141920308649,2.435015443625113,90.0,90.0,90.0,1e-08,negative,275.569,17.355,48.013,-0.000,-0.000,0.000,17.355,275.569,48.013,-0.000,0.000,0.000,48.013,48.013,267.716,0.000,0.000,0.000,0.000,0.000,-0.000,-17.045,-0.000,0.000,0.000,-0.000,-0.000,0.000,-17.045,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-26.594
240,463a8337-9c94-4547-9096-55eead5ed650,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A5--beta-Sn,A5--beta-Sn,4.616141920308649,4.616141920308649,2.435015443625113,90.0,90.0,90.0,1e-08,positive,275.569,17.355,48.013,0.000,0.000,-0.000,17.355,275.569,48.013,0.000,0.000,-0.000,48.013,48.013,267.716,0.000,-0.000,-0.000,-0.000,-0.000,0.000,-17.045,-0.000,-0.000,-0.000,0.000,0.000,0.000,-17.045,-0.000,-0.000,0.000,0.000,-0.000,0.000,-26.594
581,b0694f9d-46f1-4bf4-ac27-503854ad2e94,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A5--beta-Sn,A5--beta-Sn,4.616141920308649,4.616141920308649,2.435015443625113,90.0,90.0,90.0,1e-07,negative,-8.923,301.847,48.013,0.000,-0.000,0.000,301.847,-8.923,48.013,-0.000,-0.000,0.000,48.013,48.013,267.716,-0.000,-0.000,0.000,-0.000,0.000,-0.000,-17.045,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-17.045,0.000,0.000,-0.000,-0.000,0.000,0.000,-26.594
580,b0694f9d-46f1-4bf4-ac27-503854ad2e94,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A5--beta-Sn,A5--beta-Sn,4.616141920308649,4.616141920308649,2.435015443625113,90.0,90.0,90.0,1e-07,positive,275.569,17.355,48.013,0.000,0.000,-0.000,17.355,275.569,48.013,0.000,0.000,-0.000,48.013,48.013,267.716,-0.000,0.000,-0.000,0.000,-0.000,0.000,-17.045,0.000,-0.000,-0.000,0.000,0.000,0.000,-17.045,-0.000,-0.000,0.000,0.000,-0.000,0.000,-26.594
53,19bae730-7231-4e95-ad97-001dd3cccaf2,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A5--beta-Sn,A5--beta-Sn,4.616141920308649,4.616141920308649,2.435015443625113,90.0,90.0,90.0,1e-06,negative,-1224.163,1517.084,48.010,0.004,-0.012,0.000,1517.084,-1224.163,48.010,-0.013,-0.007,0.000,48.013,48.013,267.718,-0.000,-0.000,0.000,-0.000,0.000,-0.000,-17.045,-0.000,0.000,0.000,-0.000,-0.000,-0.000,-17.045,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-26.594
52,19bae730-7231-4e95-ad97-001dd3cccaf2,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A5--beta-Sn,A5--beta-Sn,4.616141920308649,4.616141920308649,2.435015443625113,90.0,90.0,90.0,1e-06,positive,-1224.152,1517.078,48.016,-0.003,0.014,-0.000,1517.078,-1224.152,48.016,0.011,0.007,-0.000,48.013,48.013,267.715,0.000,0.000,-0.000,0.000,-0.000,0.000,-17.045,0.000,-0.000,-0.000,0.000,0.000,0.000,-17.045,-0.000,-0.000,0.000,0.000,0.000,-0.000,-26.594
535,a37b77fc-8ce3-4a2f-8d38-dcc850217df7,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A5--beta-Sn,A5--beta-Sn,4.616141920308649,4.616141920308649,2.435015443625113,90.0,90.0,90.0,1e-05,negative,-1223.394,1516.294,47.982,-0.000,0.000,0.000,1516.425,-1223.524,47.982,-0.000,0.000,0.000,48.014,48.014,267.731,-0.000,0.000,0.000,-0.000,0.001,-0.001,-17.045,-0.000,-0.000,0.001,-0.000,-0.001,-0.000,-17.045,0.000,0.000,-0.002,-0.000,-0.000,0.000,-26.594
534,a37b77fc-8ce3-4a2f-8d38-dcc850217df7,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A5--beta-Sn,A5--beta-Sn,4.616141920308649,4.616141920308649,2.435015443625113,90.0,90.0,90.0,1e-05,positive,-1223.932,1516.880,48.045,-0.000,0.000,-0.000,1516.870,-1223.922,48.045,-0.000,0.000,-0.000,48.012,48.012,267.701,0.000,0.000,-0.000,0.000,-0.001,0.001,-17.045,0.000,-0.000,-0.001,0.000,0.001,0.000,-17.045,-0.000,-0.000,0.002,0.000,0.000,0.000,-26.594
487,95857bf6-8212-4c12-a4ac-5396f20a1e54,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A6--In--bct,mp-1010136,2.8931418475128603,2.8931418475128603,2.82917716725354,90.0,90.0,90.0,1e-08,negative,133.148,142.018,136.659,-0.000,-0.000,-0.000,142.018,133.148,136.659,-0.000,-0.000,0.000,136.659,136.659,140.905,-0.000,-0.000,0.000,0.000,0.000,0.000,89.207,0.000,0.000,-0.000,0.000,0.000,0.000,89.207,0.000,-0.000,0.000,0.000,0.000,-0.000,94.689
486,95857bf6-8212-4c12-a4ac-5396f20a1e54,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A6--In--bct,mp-1010136,2.8931418475128603,2.8931418475128603,2.82917716725354,90.0,90.0,90.0,1e-08,positive,133.148,142.018,136.659,0.000,0.000,-0.000,142.018,133.148,136.659,0.000,0.000,0.000,136.659,136.659,140.905,0.000,-0.000,-0.000,-0.000,0.000,-0.000,89.207,-0.000,-0.000,0.000,-0.000,-0.000,0.000,89.207,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,94.689
135,2e3cf974-9be8-40c2-830f-a8aff601f856,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A6--In--bct,mp-1010136,2.8931418475128603,2.8931418475128603,2.82917716725354,90.0,90.0,90.0,1e-07,negative,133.148,142.018,136.659,-0.000,-0.000,0.000,142.018,133.148,136.659,-0.000,0.000,0.000,136.659,136.659,140.905,-0.000,-0.000,0.000,0.000,0.000,0.000,89.207,-0.000,0.000,0.000,0.000,0.000,-0.000,89.207,0.000,0.000,0.000,0.000,-0.000,-0.000,94.689
134,2e3cf974-9be8-40c2-830f-a8aff601f856,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A6--In--bct,mp-1010136,2.8931418475128603,2.8931418475128603,2.82917716725354,90.0,90.0,90.0,1e-07,positive,133.148,142.018,136.659,0.000,-0.000,-0.000,142.018,133.148,136.659,0.000,0.000,-0.000,136.659,136.659,140.905,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,89.207,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,89.207,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,94.689
463,92bb793e-90b5-4eb3-ac47-36e0a6d42779,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A6--In--bct,mp-1010136,2.8931418475128603,2.8931418475128603,2.82917716725354,90.0,90.0,90.0,1e-06,negative,133.148,142.019,136.659,-0.000,-0.000,0.000,142.019,133.148,136.659,-0.000,0.000,-0.000,136.659,136.659,140.906,0.000,-0.000,-0.000,0.000,0.000,0.000,89.207,-0.000,0.000,0.000,0.000,0.000,-0.000,89.207,0.000,0.000,0.000,0.000,-0.000,-0.000,94.689
462,92bb793e-90b5-4eb3-ac47-36e0a6d42779,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A6--In--bct,mp-1010136,2.8931418475128603,2.8931418475128603,2.82917716725354,90.0,90.0,90.0,1e-06,positive,133.147,142.018,136.658,-0.000,-0.000,0.000,142.018,133.147,136.658,-0.000,0.000,-0.000,136.658,136.658,140.905,0.000,0.000,-0.000,-0.000,-0.000,-0.000,89.207,-0.000,0.000,-0.000,-0.000,-0.000,0.000,89.207,-0.000,-0.000,-0.000,-0.000,0.000,0.000,94.689
11,02de4e04-2264-4868-be76-58d39da13a6d,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A6--In--bct,mp-1010136,2.8931418475128603,2.8931418475128603,2.82917716725354,90.0,90.0,90.0,1e-05,negative,133.152,142.022,136.662,-0.000,0.000,0.000,142.022,133.152,136.662,0.000,-0.000,0.000,136.662,136.662,140.911,-0.000,-0.000,0.000,0.002,0.000,0.002,89.207,0.000,0.000,0.000,0.002,0.002,-0.000,89.207,0.000,0.000,0.002,0.002,-0.000,0.000,94.689
10,02de4e04-2264-4868-be76-58d39da13a6d,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A6--In--bct,mp-1010136,2.8931418475128603,2.8931418475128603,2.82917716725354,90.0,90.0,90.0,1e-05,positive,133.143,142.015,136.656,-0.000,0.000,-0.000,142.015,133.143,136.656,0.000,0.000,-0.000,136.656,136.656,140.900,0.000,-0.000,-0.000,-0.002,-0.000,-0.002,89.207,-0.000,-0.000,-0.000,-0.002,-0.002,0.000,89.207,-0.000,-0.000,-0.002,-0.002,0.000,0.000,94.689
667,d160f5af-a0ae-4527-804c-9085c087bdc0,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A7--alpha-As,A7--alpha-As,4.018203924513331,4.018203924513331,5.1740648093135215,90.0,90.0,120.0,1e-08,negative,225.456,108.095,72.634,-48.184,0.000,-0.000,108.095,225.456,72.634,48.184,0.000,-0.000,79.994,79.994,179.554,-0.000,-0.000,-0.000,40539531.288,13455295.220,7400856.827,-10067594.439,-0.000,-0.000,20269662.257,6727581.443,3700405.570,-5033785.013,-8718732.077,11727737.721,20269662.298,6727581.436,3700405.566,-5033785.008,8718723.254,-11727727.230
666,d160f5af-a0ae-4527-804c-9085c087bdc0,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A7--alpha-As,A7--alpha-As,4.018203924513331,4.018203924513331,5.1740648093135215,90.0,90.0,120.0,1e-08,positive,-40539354.510,-13455138.633,-7400784.133,10067585.459,-0.000,0.000,-40496265.897,-40496149.170,-11101281.061,48.250,-0.000,0.000,-40496294.028,-40496294.028,-11101174.400,0.000,0.000,0.000,43410.693,-27040654.408,-3700405.568,-10067530.701,0.000,0.000,-20269662.257,-6727581.443,-3700405.570,5033785.013,-8718732.077,11727737.721,-20269662.298,-6727581.436,-3700405.566,5033785.008,8718723.254,-11727727.230
539,a4108525-dd0f-48b9-842d-4fe504632fdf,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A7--alpha-As,A7--alpha-As,4.018203924513331,4.018203924513331,5.1740648093135215,90.0,90.0,120.0,1e-07,negative,225.456,108.095,72.634,-48.184,-0.000,-0.000,108.095,225.456,72.634,48.184,-0.000,-0.000,79.994,79.994,179.554,-0.000,-0.000,-0.000,4053909.704,1345573.049,740085.672,-1006724.075,-0.000,-0.000,2026966.331,672758.127,370040.547,-503378.488,-871837.798,1172730.422,2026966.371,672758.120,370040.544,-503378.484,871828.975,-1172719.931
538,a4108525-dd0f-48b9-842d-4fe504632fdf,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A7--alpha-As,A7--alpha-As,4.018203924513331,4.018203924513331,5.1740648093135215,90.0,90.0,120.0,1e-07,positive,-4053732.927,-1345416.462,-740012.977,1006715.095,-0.000,-0.000,-4049529.119,-4049412.392,-1110062.660,48.250,0.000,0.000,-4049557.250,-4049557.250,-1109955.999,0.000,0.000,0.000,4297.704,-2704022.177,-370040.546,-1006717.653,0.000,-0.000,-2026966.331,-672758.127,-370040.547,503378.488,-871837.798,1172730.422,-2026966.371,-672758.120,-370040.544,503378.484,871828.975,-1172719.931
339,68fc0f24-49d4-44b5-b1ff-4a0a2791a81f,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A7--alpha-As,A7--alpha-As,4.018203924513331,4.018203924513331,5.1740648093135215,90.0,90.0,120.0,1e-06,negative,225.457,108.095,72.635,-48.184,-0.000,-0.000,108.095,225.457,72.635,48.184,0.000,-0.000,79.994,79.994,179.555,-0.000,-0.000,-0.000,405347.545,134600.832,74008.556,-100637.039,-0.000,-0.000,202696.739,67275.796,37004.045,-50337.836,-87148.370,117229.692,202696.779,67275.789,37004.042,-50337.831,87139.548,-117219.201
338,68fc0f24-49d4-44b5-b1ff-4a0a2791a81f,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A7--alpha-As,A7--alpha-As,4.018203924513331,4.018203924513331,5.1740648093135215,90.0,90.0,120.0,1e-06,positive,-405170.769,-134444.245,-73935.862,100628.059,-0.000,0.000,-404855.441,-404738.715,-110940.820,48.250,0.000,0.000,-404883.572,-404883.572,-110834.160,0.000,-0.000,-0.000,386.405,-270358.954,-37004.044,-100636.348,0.000,0.000,-202696.739,-67275.796,-37004.045,50337.836,-87148.370,117229.692,-202696.779,-67275.789,-37004.042,50337.831,87139.548,-117219.201
363,7519bf08-115d-4d72-ae54-f9f8c6cbf33b,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A7--alpha-As,A7--alpha-As,4.018203924513331,4.018203924513331,5.1740648093135215,90.0,90.0,120.0,1e-05,negative,225.464,108.099,72.637,-48.186,0.000,-0.000,108.096,225.466,72.637,48.187,0.000,-0.000,79.995,79.995,179.564,-0.000,-0.000,-0.000,40491.330,13503.611,7400.845,-10028.335,-0.000,-0.000,20226.448,33768.478,7400.846,5033.831,-8679.520,11679.593,20226.489,33768.471,7400.843,5033.835,8670.559,-11669.473
362,7519bf08-115d-4d72-ae54-f9f8c6cbf33b,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,A7--alpha-As,A7--alpha-As,4.018203924513331,4.018203924513331,5.1740648093135215,90.0,90.0,120.0,1e-05,positive,-40314.560,-13347.027,-7328.153,10019.358,0.000,-0.000,-40388.075,-40271.356,-11028.639,48.247,-0.000,0.000,-40416.206,-40416.206,-10921.985,0.000,0.000,0.000,-4.726,-26992.633,-3700.393,-10028.218,0.000,0.000,-20226.448,-33768.478,-7400.846,-5033.831,-8679.520,11679.593,-20226.489,-33768.471,-7400.843,-5033.835,8670.559,-11669.473
23,0a5d0195-0986-4589-bdcc-8bb9d4865ce6,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,Ah--alpha-Po--sc,Ah--alpha-Po--sc,2.393157613418872,2.393157613418872,2.393157613418872,90.0,90.0,90.0,1e-08,negative,276.881,18.636,18.636,0.000,-0.000,-0.000,18.636,276.881,18.636,0.000,-0.000,-0.000,18.636,18.636,276.881,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-24.237,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-24.237,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-24.237
22,0a5d0195-0986-4589-bdcc-8bb9d4865ce6,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,Ah--alpha-Po--sc,Ah--alpha-Po--sc,2.393157613418872,2.393157613418872,2.393157613418872,90.0,90.0,90.0,1e-08,positive,276.881,18.636,18.636,-0.000,0.000,0.000,18.636,276.881,18.636,-0.000,-0.000,0.000,18.636,18.636,276.881,-0.000,0.000,0.000,0.000,0.000,0.000,-24.237,0.000,0.000,0.000,0.000,0.000,-0.000,-24.237,0.000,0.000,0.000,0.000,-0.000,0.000,-24.237
15,05042971-6aa4-4f20-9738-b7650f0ad32b,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,Cu,Ah--alpha-Po--sc,Ah--alpha-Po--sc,2.393157613418872,2.393157613418872,2.393157613418872,90.0,90.0,90.0,1e-07,negative,276.881,18.636,18.636,0.000,-0.000,-0.000,18.636,276.881,18.636,0.000,0.000,-0.000,18.636,18.636,276.881,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-24.237,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-24.237,-0.000,0.000,-0.000,-0.000,0.000,0.000,-24.237
